the	268
of	268
for	268
it	268
an	268
this	268
not	268
its	268
their	268
one	268
they	268
only	268
no	268
them	268
any	268
each	268
same	268
another	268
even	268
still	268
further	268
without	268
single	268
every	268
instead	268
never	268
itself	268
themselves	268
directly	268
latter	268
entire	268
rest	268
whole	268
remaining	268
alone	268
neither	268
twice	268
effectively	268
none	268
thereby	268
remainder	268
freely	268
altogether	268
indirectly	268
indefinitely	268
passively	268
thrice	268
and	199
that	199
which	199
but	199
who	199
when	199
while	199
where	199
however	199
if	199
because	199
although	199
what	199
though	199
thus	199
how	199
whose	199
therefore	199
whether	199
always	199
whom	199
whereas	199
similarly	199
why	199
hence	199
nevertheless	199
furthermore	199
unless	199
necessarily	199
consequently	199
moreover	199
likewise	199
nonetheless	199
whilst	199
whatever	199
whereby	199
conversely	199
accordingly	199
whenever	199
wherein	199
wherever	199
secondly	199
whoever	199
lastly	199
henceforth	199
ordinarily	199
whichever	199
in	369
at	369
after	369
during	369
later	369
early	369
since	369
before	369
until	369
following	369
old	369
late	369
present	369
throughout	369
post	369
mid	369
future	369
earlier	369
pre	369
previous	369
past	369
prior	369
initial	369
older	369
subsequent	369
younger	369
briefly	369
afterwards	369
thereafter	369
latest	369
onwards	369
preceding	369
preliminary	369
onward	369
afterward	369
upcoming	369
postwar	369
interwar	369
forthcoming	369
formative	369
olds	369
intermittently	369
sporadically	369
foreseeable	369
to	430
potential	430
quality	430
weight	430
choice	430
strength	430
stability	430
accuracy	430
confidence	430
precision	430
advantages	430
integrity	430
preference	430
effectiveness	430
mobility	430
reliability	430
expectations	430
choices	430
purity	430
flexibility	430
penetration	430
consistency	430
simplicity	430
efficacy	430
preferences	430
satisfaction	430
visibility	430
endurance	430
clarity	430
hardness	430
disadvantages	430
capacities	430
strengths	430
fidelity	430
uniformity	430
esteem	430
usefulness	430
durability	430
firepower	430
viability	430
cohesion	430
sophistication	430
resilience	430
stiffness	430
tensile	430
rigidity	430
drawbacks	430
formality	430
versatility	430
suitability	430
maneuverability	430
agility	430
stamina	430
survivability	430
diligence	430
toughness	430
is	159
was	159
are	159
be	159
were	159
has	159
have	159
had	159
being	159
became	159
having	159
becomes	159
becoming	159
ve	159
albeit	159
beforehand	159
fledged	159
hadn	159
as	185
by	185
also	185
often	185
now	185
along	185
sometimes	185
co	185
together	185
today	185
originally	185
commonly	185
mostly	185
widely	185
already	185
largely	185
initially	185
primarily	185
mainly	185
previously	185
currently	185
frequently	185
specifically	185
closely	185
heavily	185
traditionally	185
formerly	185
historically	185
additionally	185
strongly	185
occasionally	185
partly	185
rarely	185
partially	185
regularly	185
elsewhere	185
predominantly	185
locally	185
extensively	185
internationally	185
deeply	185
poorly	185
collectively	185
privately	185
jointly	185
broadly	185
loosely	185
nationally	185
chiefly	185
principally	185
informally	185
nowadays	185
popularly	185
routinely	185
tightly	185
colloquially	185
seldom	185
presently	185
concurrently	185
profoundly	185
federally	185
centrally	185
unofficially	185
regionally	185
intimately	185
infrequently	185
intensively	185
with	442
including	442
like	442
include	442
among	442
composed	442
contain	442
unlike	442
alongside	442
consisting	442
representing	442
consisted	442
amongst	442
consist	442
namely	442
besides	442
comprising	442
constitute	442
excluding	442
comprised	442
comprise	442
constituting	442
on	292
from	292
into	292
over	292
under	292
up	292
through	292
out	292
around	292
within	292
back	292
down	292
off	292
upon	292
across	292
outside	292
via	292
away	292
towards	292
behind	292
beyond	292
toward	292
forward	292
onto	292
ahead	292
forth	292
rid	292
bankrupt	292
fore	292
fruition	292
unnoticed	292
his	438
he	438
her	438
him	438
she	438
himself	438
herself	438
saul	438
picard	438
starfleet	438
bene	438
worf	438
ahab	438
klingon	438
gesserit	438
atreides	438
absalom	438
maquis	438
elisha	438
janeway	438
esau	438
kes	438
harkonnen	438
goliath	438
chakotay	438
fergus	438
fremen	438
corum	438
martok	438
or	382
usually	382
either	382
typically	382
easily	382
otherwise	382
normally	382
independently	382
properly	382
separately	382
automatically	382
readily	382
alternatively	382
correctly	382
differently	382
carefully	382
specially	382
efficiently	382
internally	382
individually	382
theoretically	382
manually	382
reasonably	382
reliably	382
adequately	382
ideally	382
remotely	382
appropriately	382
externally	382
alternately	382
electronically	382
conveniently	382
preferably	382
achievable	382
suitably	382
cheaply	382
first	399
th	399
second	399
last	399
third	399
final	399
next	399
nd	399
fourth	399
rd	399
fifth	399
sixth	399
seventh	399
eighth	399
twentieth	399
ninth	399
nineteenth	399
tenth	399
eighteenth	399
twelfth	399
thirteenth	399
sixteenth	399
eleventh	399
seventeenth	399
fourteenth	399
fifteenth	399
other	314
all	314
some	314
these	314
many	314
both	314
several	314
those	314
different	314
own	314
various	314
few	314
certain	314
particular	314
specific	314
individual	314
multiple	314
numerous	314
variety	314
varying	314
respective	314
differing	314
handful	314
multitude	314
countless	314
myriad	314
assorted	314
innumerable	314
plethora	314
new	309
kong	309
trans	309
pan	309
nova	309
amazon	309
scotia	309
macau	309
equatorial	309
roland	309
sac	309
fr	309
bissau	309
verde	309
eiffel	309
mare	309
dom	309
orient	309
vista	309
forge	309
aix	309
pico	309
yamaha	309
para	309
sans	309
parc	309
coco	309
roche	309
sw	309
voc	309
batavia	309
pic	309
lac	309
arp	309
rv	309
sv	309
brasil	309
ob	309
sul	309
ave	309
ems	309
frameless	309
durand	309
ros	309
ste	309
canaveral	309
ter	309
pia	309
tatra	309
rhein	309
minster	309
mayen	309
gri	309
conakry	309
neptunian	309
buena	309
nw	309
ile	309
barra	309
chapelle	309
macao	309
icing	309
zona	309
been	169
become	169
range	169
lost	169
remained	169
occurred	169
occurs	169
suffered	169
emerged	169
experienced	169
evolved	169
existed	169
faced	169
originated	169
survived	169
grown	169
begun	169
ranging	169
ranges	169
recovered	169
happened	169
varied	169
gone	169
arose	169
fallen	169
happens	169
disappeared	169
witnessed	169
flourished	169
forgotten	169
persisted	169
ranged	169
risen	169
accumulated	169
undergone	169
yielded	169
recovering	169
happening	169
suffers	169
prevailed	169
diversified	169
diverged	169
endured	169
arisen	169
perished	169
resorted	169
persists	169
prospered	169
thrived	169
vanished	169
amassed	169
gotten	169
overcame	169
fluctuated	169
succumbed	169
shrunk	169
proliferated	169
such	104
well	104
part	104
much	104
result	104
far	104
successor	104
consequence	104
predecessor	104
continuation	104
predecessors	104
successors	104
counterparts	104
neighbors	104
counterpart	104
neighbours	104
beginnings	104
inception	104
entirety	104
surroundings	104
neighbor	104
neighbour	104
insofar	104
heyday	104
environs	104
american	65
chinese	65
japanese	65
canadian	65
australian	65
mexican	65
brazilian	65
thai	65
indonesian	65
cuban	65
argentine	65
filipino	65
moroccan	65
hawaiian	65
chilean	65
nigerian	65
venezuelan	65
colombian	65
malaysian	65
peruvian	65
burmese	65
taiwanese	65
tonga	65
jamaican	65
argentinian	65
haitian	65
algerian	65
lao	65
cambodian	65
nicaraguan	65
uruguayan	65
kenyan	65
ecuadorian	65
honduran	65
samoan	65
liberian	65
andalusian	65
banda	65
paraguayan	65
guatemalan	65
tunisian	65
zimbabwean	65
angolan	65
salvadoran	65
singaporean	65
bolivian	65
rhodesian	65
zambian	65
ghanaian	65
tongan	65
panamanian	65
fijian	65
nepalese	65
senegalese	65
namibian	65
omani	65
tanzanian	65
malian	65
chamorro	65
trinidadian	65
bahamian	65
mauritian	65
barbadian	65
cameroonian	65
surinamese	65
ivorian	65
guyanese	65
nauruan	65
mozambican	65
micronesian	65
two	290
three	290
four	290
five	290
six	290
seven	290
eight	290
ten	290
nine	290
twenty	290
thousand	290
hundred	290
twelve	290
thirty	290
eleven	290
fifty	290
thirteen	290
forty	290
fifteen	290
dozen	290
fourteen	290
sixteen	290
sixty	290
eighteen	290
seventeen	290
eighty	290
nineteen	290
seventy	290
ninety	290
more	297
less	297
rather	297
longer	297
better	297
faster	297
closer	297
fewer	297
shorter	297
easier	297
stronger	297
lighter	297
heavier	297
simpler	297
slower	297
worse	297
deeper	297
farther	297
cheaper	297
harder	297
bigger	297
weaker	297
darker	297
safer	297
brighter	297
thicker	297
narrower	297
thinner	297
taller	297
denser	297
richer	297
softer	297
rarer	297
finer	297
nearer	297
sooner	297
hotter	297
quicker	297
clearer	297
smoother	297
louder	297
flatter	297
sharper	297
tougher	297
shallower	297
used	419
use	419
using	419
developed	419
produced	419
employed	419
invented	419
manufactured	419
coined	419
explored	419
popularized	419
employs	419
pioneered	419
employing	419
utilized	419
patented	419
engineered	419
utilizing	419
inventing	419
popularised	419
revolutionized	419
perfected	419
utilised	419
mastered	419
popularizing	419
commercialized	419
invents	419
most	114
very	114
especially	114
particularly	114
too	114
highly	114
enough	114
relatively	114
increasingly	114
extremely	114
quite	114
equally	114
commercially	114
politically	114
fairly	114
physically	114
sufficiently	114
economically	114
critically	114
mutually	114
socially	114
culturally	114
unusually	114
comparatively	114
inherently	114
exceptionally	114
mentally	114
moderately	114
overly	114
remarkably	114
strategically	114
surprisingly	114
tempered	114
racially	114
structurally	114
religiously	114
immensely	114
emotionally	114
biologically	114
functionally	114
environmentally	114
massively	114
technologically	114
extraordinarily	114
notoriously	114
enormously	114
excessively	114
exceedingly	114
intrinsically	114
conceptually	114
behaved	114
incredibly	114
hugely	114
dangerously	114
psychologically	114
mildly	114
aesthetically	114
intellectually	114
fared	114
wildly	114
superficially	114
academically	114
marginally	114
morphologically	114
can	291
may	291
would	291
will	291
could	291
did	291
do	291
does	291
must	291
should	291
continued	291
required	291
might	291
need	291
cannot	291
needed	291
allows	291
necessary	291
allowing	291
requires	291
continues	291
needs	291
tend	291
seems	291
preferred	291
continuing	291
aimed	291
requiring	291
seemed	291
ceased	291
aims	291
tends	291
helps	291
enabling	291
tended	291
prefer	291
seeks	291
enables	291
aiming	291
oneself	291
permitting	291
needing	291
ourselves	291
prefers	291
strive	291
ceases	291
striving	291
strove	291
strives	291
desiring	291
ceasing	291
time	446
end	446
least	446
beginning	446
start	446
starting	446
peak	446
expense	446
pace	446
odds	446
climax	446
helm	446
zenith	446
behest	446
outset	446
forefront	446
culmination	446
pinnacle	446
instigation	446
between	5
line	5
base	5
size	5
division	5
lines	5
unit	5
units	5
section	5
respectively	5
branch	5
sequence	5
zone	5
shape	5
block	5
pattern	5
sub	5
patterns	5
branches	5
divisions	5
variations	5
sections	5
variation	5
column	5
row	5
curve	5
bases	5
loop	5
simultaneously	5
sequences	5
blocks	5
zones	5
segment	5
thirds	5
columns	5
scales	5
sizes	5
sized	5
shapes	5
successive	5
quarters	5
segments	5
dot	5
lengths	5
sided	5
curves	5
fold	5
rows	5
simultaneous	5
loops	5
pixel	5
proportions	5
dots	5
pixels	5
subdivisions	5
contiguous	5
subdivision	5
spacing	5
firstly	5
unequal	5
halves	5
fifths	5
contour	5
echelon	5
realignment	5
amicable	5
fourths	5
contours	5
sicilies	5
widths	5
there	45
thought	45
designed	45
believed	45
reported	45
intended	45
expected	45
showed	45
planned	45
conducted	45
proved	45
concluded	45
confirmed	45
revealed	45
demonstrated	45
scheduled	45
predicted	45
